location,sowing_month,soil_type,nitrogen,phosphorus,potassium,ph,rainfall,humidity,crop_suitability
Madurai,Dec,Black Soil,52,75,61,8.3,969,74,No
Krishnagiri,Dec,Loamy,87,19,32,7.3,842,41,No
Trichy,May,Clay,89,30,37,5.1,683,79,No
Cuddalore,Mar,Clay,113,21,53,7.7,488,80,No
Villupuram,Mar,Red Soil,97,48,66,8.1,561,57,No
Thoothukudi,Feb,Red Soil,58,73,88,6.8,599,72,No
Trichy,Oct,Sandy Loam,51,74,69,7.2,770,65,No
Dharmapuri,Apr,Red Soil,68,29,96,7.4,917,56,No
Krishnagiri,Jan,Sandy Loam,121,66,97,7.5,814,86,No
Madurai,Oct,Red Soil,107,76,77,7.2,1016,78,No
Erode,Dec,Sandy Loam,83,18,124,6.0,477,49,No
Salem,Mar,Sandy Loam,114,66,116,6.5,1003,58,No
Salem,Feb,Black Soil,65,45,123,4.8,840,46,No
Thanjavur,Jul,Loamy,31,66,116,8.0,1291,88,No
Thanjavur,Dec,Loamy,41,28,105,5.5,1006,86,No
Dindigul,Jul,Red Soil,32,49,42,7.1,1294,86,No
Thoothukudi,Feb,Loamy,56,76,59,8.3,759,88,No
Tirunelveli,May,Clay,112,29,65,4.5,1292,79,No
Tirunelveli,Aug,Clay,42,24,60,8.4,409,63,No
Trichy,Oct,Clay,72,20,82,6.8,933,45,No
Namakkal,Oct,Clay,96,65,82,6.8,1096,52,No
Namakkal,Mar,Sandy Loam,36,64,41,7.3,865,88,No
Krishnagiri,Mar,Loamy,123,23,30,6.1,871,46,No
Salem,Apr,Black Soil,63,16,42,7.3,449,46,No
Dharmapuri,May,Sandy Loam,51,41,46,6.5,1133,65,No
Erode,Aug,Sandy Loam,104,69,86,6.0,667,66,No
Thoothukudi,Aug,Loamy,128,20,93,5.4,1092,86,No
Erode,Jun,Red Soil,115,51,53,8.4,1177,41,No
Karur,Feb,Red Soil,123,36,117,5.9,453,64,No
Dindigul,Jan,Black Soil,39,23,119,5.6,627,63,No
Trichy,Oct,Black Soil,45,61,73,7.4,1245,61,No
Trichy,Oct,Red Soil,121,58,63,5.4,1055,59,No
Thoothukudi,Sep,Loamy,75,23,97,5.0,864,47,No
Namakkal,Oct,Loamy,80,50,129,6.4,658,61,No
Trichy,Aug,Red Soil,114,56,54,8.2,1219,45,No
Trichy,May,Black Soil,100,16,44,8.0,812,64,No
Coimbatore,Apr,Red Soil,41,44,70,8.4,721,49,No
Thoothukudi,Aug,Sandy Loam,38,19,37,7.3,1030,58,No
Dharmapuri,Aug,Black Soil,38,72,46,6.9,527,78,No
Tirunelveli,May,Sandy Loam,62,75,88,5.5,899,48,No
Namakkal,Apr,Black Soil,62,37,76,7.7,411,81,No
Villupuram,May,Loamy,73,18,100,6.3,726,85,No
Krishnagiri,Apr,Clay,112,64,53,6.3,749,65,No
Cuddalore,Jun,Clay,83,28,99,7.5,1139,44,No
Dindigul,Oct,Sandy Loam,40,18,44,5.7,733,84,No
Dharmapuri,Apr,Black Soil,113,67,119,6.4,1035,78,No
Dindigul,Oct,Clay,96,38,50,6.9,696,53,No
Madurai,Oct,Loamy,96,24,113,6.1,527,74,No
Namakkal,May,Red Soil,94,75,91,5.1,630,56,No
Erode,Aug,Sandy Loam,33,49,102,5.7,703,41,No
Cuddalore,Dec,Clay,95,44,128,4.8,992,63,No
Coimbatore,Jan,Clay,94,18,66,8.3,601,72,No
Dharmapuri,Oct,Loamy,47,43,62,5.7,967,64,No
Erode,May,Sandy Loam,44,29,65,5.9,1210,53,No
Namakkal,May,Loamy,42,52,47,7.1,601,85,No
Krishnagiri,Aug,Red Soil,118,30,32,6.3,565,56,No
Coimbatore,May,Loamy,128,77,35,6.0,929,74,No
Tirunelveli,Jan,Black Soil,122,67,38,8.0,686,66,No
Thanjavur,Aug,Black Soil,71,15,97,4.9,1049,70,No
Madurai,Mar,Sandy Loam,89,47,106,6.5,566,84,No
Dharmapuri,Jan,Black Soil,45,49,47,8.2,1102,67,No
Thoothukudi,Sep,Black Soil,44,36,47,8.1,699,70,No
Namakkal,Jan,Loamy,94,70,64,6.3,648,66,No
Thanjavur,Jul,Black Soil,44,20,104,8.0,560,43,No
Thoothukudi,Apr,Loamy,99,27,80,8.4,939,46,No
Namakkal,Apr,Sandy Loam,63,61,90,6.4,938,56,No
Namakkal,Jan,Black Soil,30,34,52,7.8,1265,59,No
Krishnagiri,Jan,Black Soil,31,49,93,7.0,703,64,No
Dindigul,Mar,Clay,80,72,64,5.1,963,86,No
Trichy,Sep,Red Soil,121,59,61,7.2,904,59,No
Namakkal,Dec,Sandy Loam,85,79,88,6.6,1138,56,No
Cuddalore,Jan,Black Soil,37,18,77,6.0,1103,75,No
Thanjavur,Mar,Clay,99,18,38,7.3,703,55,No
Thoothukudi,Feb,Loamy,129,60,53,6.3,567,70,No
Thanjavur,Nov,Black Soil,49,35,54,8.4,897,41,No
Namakkal,Mar,Red Soil,97,53,99,7.3,841,81,No
Thoothukudi,Jun,Red Soil,105,78,124,8.1,821,81,No
Thanjavur,Mar,Sandy Loam,84,29,125,8.3,629,45,No
Namakkal,Oct,Black Soil,97,60,32,5.2,440,84,No
Dindigul,Aug,Red Soil,104,78,117,7.5,517,82,No
Thoothukudi,Jan,Clay,84,77,78,6.6,792,65,No
Cuddalore,Jan,Loamy,126,60,107,4.7,1035,48,No
Erode,Oct,Loamy,87,28,92,8.3,1102,46,No
Erode,Sep,Sandy Loam,97,27,93,6.9,653,65,No
Dharmapuri,Apr,Black Soil,107,28,74,7.2,1257,86,No
Namakkal,Dec,Black Soil,107,64,111,5.9,467,67,No
Trichy,Apr,Black Soil,95,45,53,7.8,937,67,No
Tirunelveli,Mar,Black Soil,32,27,40,7.7,873,52,No
Namakkal,Jan,Black Soil,95,42,118,5.9,739,73,No
Trichy,Sep,Clay,59,31,128,6.5,747,64,No
Trichy,Sep,Sandy Loam,106,67,73,5.1,573,88,No
Madurai,Sep,Clay,74,44,75,6.2,1214,85,No
Thanjavur,Jul,Clay,30,27,38,8.3,720,56,No
Dindigul,Jan,Clay,119,67,79,5.8,616,47,No
Thanjavur,Apr,Sandy Loam,46,71,60,6.4,731,60,No
Krishnagiri,Mar,Sandy Loam,39,16,112,6.5,1105,84,No
Trichy,Nov,Red Soil,60,58,88,7.2,476,78,No
Thanjavur,May,Black Soil,83,17,76,7.4,568,74,No
Coimbatore,Aug,Red Soil,98,24,106,7.7,447,76,No
Dindigul,Sep,Clay,92,51,51,8.4,1144,84,No
Erode,Jun,Red Soil,98,57,83,4.9,619,56,No
Namakkal,Sep,Red Soil,39,58,105,8.5,672,47,No
Cuddalore,Oct,Black Soil,52,19,39,5.0,1266,64,No
Villupuram,Mar,Clay,118,26,45,5.0,886,42,No
Madurai,Jul,Black Soil,40,64,73,5.7,1288,65,No
Thanjavur,Apr,Clay,64,40,64,6.4,747,44,No
Villupuram,Jan,Black Soil,55,36,40,5.0,726,80,No
Villupuram,Mar,Black Soil,70,66,109,8.3,951,65,No
Krishnagiri,Nov,Black Soil,100,67,57,5.4,642,67,No
Dindigul,Dec,Black Soil,98,24,41,6.6,604,88,No
Karur,Jul,Red Soil,109,65,34,6.9,747,48,No
Cuddalore,Aug,Sandy Loam,116,76,47,8.0,1079,81,No
Erode,Aug,Loamy,113,25,96,5.3,846,89,No
Krishnagiri,Nov,Clay,34,73,119,8.2,417,64,No
Salem,May,Red Soil,66,73,118,6.2,1218,54,No
Krishnagiri,Apr,Red Soil,114,76,53,6.1,796,57,No
Thanjavur,Aug,Loamy,76,48,109,6.8,427,44,No
Thanjavur,Nov,Clay,119,69,67,5.8,995,57,No
Dindigul,Dec,Loamy,83,42,82,6.5,920,49,No
Salem,Oct,Clay,65,53,121,7.0,537,79,No
Cuddalore,Aug,Clay,52,25,97,7.7,907,49,No
Trichy,May,Loamy,126,39,45,6.1,1287,81,No
Trichy,Nov,Black Soil,126,58,67,6.6,729,45,No
Madurai,Jul,Loamy,107,23,101,7.4,1254,56,No
Thanjavur,Oct,Sandy Loam,81,25,44,6.1,737,41,No
Erode,Aug,Clay,96,72,35,7.9,777,75,No
Cuddalore,Nov,Black Soil,92,21,94,4.8,570,56,No
Dindigul,Jan,Loamy,46,71,70,7.3,1006,86,No
Cuddalore,Sep,Red Soil,78,65,109,7.5,635,77,No
Erode,Dec,Clay,92,41,74,6.6,606,50,No
Dharmapuri,Sep,Loamy,86,44,57,6.4,799,40,No
Dharmapuri,Sep,Sandy Loam,122,22,68,6.9,408,70,No
Salem,Dec,Black Soil,38,59,97,4.5,823,54,No
Tirunelveli,Oct,Clay,87,50,58,8.4,759,66,No
Trichy,Jun,Red Soil,101,27,127,6.1,1265,57,No
Salem,Apr,Red Soil,37,72,79,8.3,1132,52,No
Madurai,Mar,Loamy,101,50,99,7.0,428,51,No
Trichy,Dec,Loamy,84,21,124,7.4,1291,65,No
Madurai,May,Clay,38,48,85,8.0,464,53,No
Cuddalore,Feb,Red Soil,50,56,95,6.7,928,74,No
Thoothukudi,Oct,Loamy,102,74,118,4.9,1226,74,No
Cuddalore,Mar,Black Soil,75,40,36,5.9,518,44,No
Erode,Nov,Sandy Loam,80,26,103,6.8,771,89,No
Trichy,Feb,Red Soil,108,66,106,6.3,799,70,No
Karur,Aug,Sandy Loam,47,57,65,6.1,1174,71,No
Tirunelveli,Mar,Loamy,55,32,75,7.2,853,64,No
Erode,Apr,Loamy,36,35,120,6.2,847,78,No
Salem,Jan,Black Soil,64,49,73,7.1,596,87,No
Erode,Dec,Loamy,69,51,65,6.2,753,44,No
Dharmapuri,Dec,Red Soil,76,32,102,7.9,476,44,No
Salem,Nov,Sandy Loam,83,46,48,7.7,407,66,No
Tirunelveli,Oct,Sandy Loam,66,79,103,6.6,1278,64,No
Erode,May,Loamy,40,48,116,7.1,664,51,No
Thanjavur,Jun,Black Soil,110,34,67,7.8,566,85,No
Krishnagiri,Feb,Loamy,52,62,73,5.3,479,84,No
Villupuram,Aug,Loamy,54,77,114,7.9,1208,79,No
Villupuram,Jan,Clay,93,64,108,8.4,583,64,No
Karur,Feb,Clay,66,54,98,7.2,659,83,No
Trichy,Oct,Black Soil,91,54,87,6.3,1190,54,No
Dharmapuri,Dec,Loamy,122,35,48,6.5,927,60,No
Salem,Oct,Black Soil,33,49,47,6.7,638,47,No
Trichy,May,Sandy Loam,115,76,54,7.6,512,57,No
Krishnagiri,Aug,Sandy Loam,54,57,79,8.1,1161,42,No
Coimbatore,Jan,Clay,64,34,105,5.8,1037,47,No
Villupuram,Dec,Red Soil,43,51,58,7.6,1028,61,No
Dharmapuri,Jul,Loamy,68,47,71,5.9,1102,62,No
Tirunelveli,Dec,Loamy,108,45,77,6.4,1051,61,No
Namakkal,Jan,Red Soil,35,28,54,5.4,1266,79,No
Salem,Jun,Loamy,82,78,98,7.7,752,63,No
Cuddalore,Dec,Loamy,41,33,41,6.2,770,84,No
Thoothukudi,Jul,Loamy,34,41,96,7.8,1121,45,No
Thoothukudi,Dec,Loamy,117,49,48,7.9,991,68,No
Dindigul,Apr,Red Soil,45,61,83,8.3,818,41,No
Dindigul,Sep,Sandy Loam,65,59,32,5.2,1200,74,No
Cuddalore,Sep,Clay,42,66,85,7.8,619,43,No
Thoothukudi,Jul,Sandy Loam,34,39,58,7.5,404,80,No
Thoothukudi,Mar,Loamy,123,47,75,5.0,457,70,No
Karur,Jan,Sandy Loam,91,32,54,4.6,1069,46,No
Trichy,Apr,Clay,66,41,123,5.5,858,44,No
Madurai,Jan,Red Soil,126,34,98,6.4,622,73,No
Thoothukudi,Jan,Clay,48,77,66,8.1,433,43,No
Erode,Oct,Clay,67,47,67,5.7,983,42,No
Erode,Aug,Clay,48,27,98,7.5,1271,45,No
Coimbatore,Dec,Sandy Loam,66,60,90,8.3,1082,72,No
Madurai,Dec,Black Soil,109,64,66,4.7,418,81,No
Krishnagiri,Dec,Loamy,113,48,98,6.2,1040,83,No
Dharmapuri,Nov,Loamy,125,34,67,7.2,1002,65,No
Trichy,Aug,Clay,76,38,73,7.2,691,81,No
Cuddalore,Aug,Red Soil,116,66,110,6.8,1114,68,No
Tirunelveli,Jul,Red Soil,92,56,47,7.3,766,86,No
Tirunelveli,Aug,Red Soil,93,36,115,5.2,493,63,No
Villupuram,Oct,Black Soil,82,69,53,7.4,479,49,No
Dharmapuri,Jul,Loamy,96,59,62,8.2,1210,77,No
Erode,May,Black Soil,57,44,75,6.9,998,86,No
Cuddalore,Feb,Loamy,37,48,96,6.5,801,63,No
Namakkal,Jun,Red Soil,105,63,74,8.1,669,76,No
Erode,Jan,Black Soil,122,15,39,7.6,732,73,No
Thanjavur,Aug,Clay,102,32,51,7.1,807,48,No
Cuddalore,Oct,Red Soil,37,17,46,6.6,420,55,No
Thoothukudi,Apr,Clay,76,40,51,7.9,782,77,No
Coimbatore,Mar,Red Soil,43,66,41,5.2,724,70,No
Salem,Jul,Black Soil,69,43,67,6.2,695,74,No
Krishnagiri,Aug,Sandy Loam,119,25,114,8.3,415,79,No
Dindigul,Sep,Clay,42,21,44,5.2,454,65,No
Villupuram,Dec,Sandy Loam,68,46,105,7.6,1231,47,No
Salem,Jan,Clay,51,75,57,7.8,653,66,No
Karur,Dec,Black Soil,100,35,122,7.9,1146,40,No
Madurai,Jan,Sandy Loam,63,22,33,7.1,1123,58,No
Madurai,Jul,Black Soil,83,65,79,4.7,610,61,No
Erode,Jul,Red Soil,83,20,78,6.4,477,55,No
Krishnagiri,May,Black Soil,81,35,49,6.7,1070,41,No
Coimbatore,Jun,Sandy Loam,93,18,41,5.7,626,62,No
Trichy,Nov,Loamy,71,72,118,6.6,701,42,No
Thoothukudi,Apr,Clay,47,65,124,5.9,514,73,No
Krishnagiri,Jun,Red Soil,56,59,94,6.6,647,89,No
Coimbatore,Jan,Sandy Loam,51,66,92,5.0,493,40,No
Dharmapuri,Nov,Red Soil,86,69,75,5.3,424,68,No
Cuddalore,Oct,Red Soil,103,76,54,6.2,1202,42,No
Madurai,Jun,Black Soil,66,54,37,8.0,1020,57,No
Krishnagiri,Jan,Red Soil,71,60,56,7.0,1038,69,No
Dindigul,Dec,Red Soil,36,30,98,7.2,570,44,No
Salem,Aug,Black Soil,76,58,104,5.4,623,42,No
Karur,Apr,Sandy Loam,82,44,98,5.0,574,42,No
Dindigul,May,Loamy,116,64,43,6.9,1076,68,No
Thoothukudi,Nov,Red Soil,32,63,108,5.6,979,88,No
Coimbatore,May,Red Soil,55,42,98,6.9,524,58,No
Thanjavur,Apr,Clay,106,66,61,5.7,518,52,No
Karur,Dec,Clay,68,37,52,6.3,1119,78,No
Salem,Oct,Sandy Loam,80,53,58,5.2,938,43,No
Villupuram,Oct,Red Soil,71,35,91,7.2,739,74,No
Krishnagiri,Mar,Red Soil,47,61,91,5.9,683,52,No
Karur,Apr,Sandy Loam,67,42,90,5.8,427,47,No
Villupuram,Jul,Sandy Loam,127,76,34,8.3,1169,52,No
Coimbatore,Aug,Loamy,72,48,105,6.7,1227,51,No
Namakkal,Dec,Black Soil,118,73,81,7.3,906,66,No
Tirunelveli,Oct,Loamy,41,27,75,6.1,1127,71,No
Coimbatore,Jul,Sandy Loam,51,55,32,4.6,1091,87,No
Salem,Jan,Clay,58,49,81,5.1,1199,54,No
Tirunelveli,Jan,Red Soil,119,17,50,7.6,1002,78,No
Karur,Dec,Loamy,127,64,121,5.4,1256,70,No
Salem,Feb,Sandy Loam,48,50,79,5.4,774,81,No
Thanjavur,Oct,Red Soil,42,40,125,7.1,957,87,No
Erode,Nov,Black Soil,127,66,113,6.9,947,54,No
Trichy,Feb,Sandy Loam,72,18,102,5.2,635,88,No
Thanjavur,Apr,Clay,116,50,52,8.0,679,59,No
Karur,Jan,Black Soil,100,16,42,5.0,547,77,No
Krishnagiri,Sep,Black Soil,78,60,69,7.7,837,48,No
Erode,Dec,Red Soil,51,20,58,6.5,1091,50,No
Coimbatore,May,Clay,88,29,62,6.7,586,43,No
Dindigul,Dec,Loamy,52,19,87,6.9,775,53,No
Coimbatore,Oct,Red Soil,125,23,94,7.2,622,79,No
Thoothukudi,Oct,Black Soil,111,32,43,5.2,951,40,No
Madurai,Mar,Black Soil,73,38,127,5.4,859,60,No
Madurai,Jul,Sandy Loam,101,42,116,6.6,1186,65,No
Tirunelveli,Oct,Red Soil,41,46,111,4.8,964,68,No
Coimbatore,Sep,Black Soil,104,31,111,4.9,930,58,No
Thoothukudi,Apr,Sandy Loam,59,17,63,8.3,784,49,No
Coimbatore,Jul,Clay,126,23,91,7.4,1231,76,No
Salem,Aug,Loamy,103,68,34,5.9,567,74,No
Dharmapuri,Dec,Black Soil,122,44,39,7.1,1016,69,No
Tirunelveli,Jul,Clay,43,49,53,6.3,680,58,No
Villupuram,Jun,Loamy,39,41,60,6.7,551,88,No
Thoothukudi,Jan,Red Soil,110,67,50,7.0,897,70,No
Cuddalore,Jun,Sandy Loam,43,61,91,4.9,1093,50,No
Dharmapuri,Aug,Sandy Loam,115,58,96,7.5,1119,66,No
Erode,Aug,Red Soil,60,41,107,5.6,761,40,No
Krishnagiri,Apr,Loamy,47,20,45,5.0,1127,69,No
Dindigul,Nov,Red Soil,92,63,107,4.9,626,77,No
Namakkal,Oct,Sandy Loam,125,34,70,7.3,1100,74,No
Trichy,Sep,Red Soil,110,79,92,7.3,826,50,No
Dindigul,Jul,Red Soil,77,15,64,7.1,605,61,No
Dharmapuri,May,Loamy,96,33,128,6.1,474,42,No
Salem,Jun,Sandy Loam,49,56,75,5.0,510,50,No
Krishnagiri,Feb,Clay,69,52,50,4.6,850,63,No
Madurai,Mar,Red Soil,60,22,31,7.3,1202,61,No
Dindigul,Aug,Black Soil,107,42,96,8.1,1171,50,No
Thoothukudi,Oct,Clay,30,41,31,8.4,717,63,No
Erode,Aug,Red Soil,43,78,43,6.0,446,55,No
Salem,Jul,Clay,118,76,112,5.0,491,74,No
Cuddalore,Jun,Black Soil,125,78,91,4.7,1022,78,No
Krishnagiri,Dec,Sandy Loam,38,22,51,5.4,562,60,No
Thoothukudi,Dec,Red Soil,50,25,67,7.0,1024,85,No
Namakkal,Aug,Clay,115,76,67,4.9,1136,41,No
Dindigul,Oct,Clay,103,74,49,6.8,458,66,No
Coimbatore,Dec,Loamy,111,27,78,6.8,830,49,No
Madurai,Aug,Black Soil,68,47,96,7.9,1249,70,No
Dharmapuri,Feb,Sandy Loam,69,68,77,7.0,502,47,No
Karur,Jul,Clay,96,68,83,8.2,762,49,No
Erode,Sep,Loamy,58,68,119,8.1,638,77,No
Dharmapuri,Nov,Black Soil,65,47,129,6.0,488,62,No
Karur,Jul,Clay,100,64,124,8.0,435,44,No
Tirunelveli,May,Loamy,75,78,52,5.1,676,41,No
Erode,Nov,Sandy Loam,83,39,127,5.0,678,78,No
Thoothukudi,Feb,Clay,52,45,42,5.5,586,73,No
Thoothukudi,Dec,Clay,78,23,95,7.6,449,60,No
Trichy,Feb,Sandy Loam,68,51,103,5.5,882,46,No
Coimbatore,May,Red Soil,89,22,40,4.7,1222,42,No
Coimbatore,Jan,Clay,32,29,124,7.6,642,87,No
Erode,Dec,Sandy Loam,115,55,61,6.6,446,58,No
Tirunelveli,May,Black Soil,95,42,98,5.3,1275,49,No
Namakkal,Jul,Sandy Loam,97,29,44,5.5,654,64,No
Cuddalore,May,Clay,68,58,88,7.4,586,68,No
Namakkal,May,Loamy,95,68,32,8.3,786,44,No
Coimbatore,Aug,Loamy,103,23,85,8.3,1017,44,No
Trichy,Jul,Black Soil,34,36,87,4.7,771,85,No
Salem,Dec,Black Soil,71,72,95,4.6,1154,80,No
Coimbatore,Sep,Sandy Loam,64,46,41,8.5,541,54,No
Salem,Aug,Clay,56,60,30,6.4,475,58,No
Madurai,Sep,Clay,121,55,33,7.9,491,57,No
Erode,Jun,Clay,73,71,54,5.2,1176,68,No
Thoothukudi,Oct,Black Soil,68,59,74,5.0,592,59,No
Villupuram,Jul,Clay,115,31,95,6.6,471,78,No
Villupuram,Nov,Red Soil,110,59,44,7.3,1011,68,No
Salem,Jul,Loamy,106,66,38,5.2,734,59,No
Tirunelveli,Jan,Red Soil,46,18,63,8.5,1058,85,No
Erode,Jun,Black Soil,71,35,92,4.8,1136,54,No
Dindigul,Oct,Red Soil,33,37,81,6.0,911,41,No
Villupuram,Jun,Sandy Loam,101,71,67,5.9,1201,64,No
Dindigul,Jul,Red Soil,117,72,100,5.0,1078,65,No
Erode,Feb,Black Soil,119,28,47,5.5,908,44,No
Erode,Mar,Sandy Loam,123,17,125,5.9,1172,58,No
Cuddalore,May,Black Soil,38,71,33,6.5,959,67,No
Thanjavur,Mar,Loamy,37,61,86,7.7,1236,44,No
Villupuram,Jul,Sandy Loam,42,23,103,5.3,1036,73,No
Namakkal,Apr,Black Soil,67,53,70,6.5,1034,47,No
Dharmapuri,Apr,Red Soil,54,37,128,5.2,778,49,No
Thanjavur,Oct,Black Soil,38,59,103,6.3,472,50,No
Thoothukudi,Aug,Black Soil,31,53,109,6.7,1014,86,No
Karur,Dec,Sandy Loam,90,60,33,8.2,567,85,No
Trichy,Dec,Black Soil,93,70,41,4.7,773,58,No
Tirunelveli,May,Red Soil,111,75,47,7.1,989,59,No
Tirunelveli,Feb,Loamy,70,77,99,4.6,478,57,No
Erode,Nov,Clay,109,76,31,5.1,889,69,No
Dindigul,Jan,Sandy Loam,49,41,86,5.5,1072,82,No
Dharmapuri,Oct,Red Soil,94,74,69,4.6,1215,45,No
Dindigul,Dec,Black Soil,55,28,102,6.3,970,51,No
Madurai,Sep,Loamy,68,34,61,7.3,1023,82,No
Madurai,Mar,Sandy Loam,34,35,49,6.5,933,48,No
Tirunelveli,Jun,Red Soil,77,76,92,7.9,940,80,No
Trichy,Mar,Clay,96,58,43,6.9,855,69,No
Dindigul,Oct,Clay,72,38,129,5.9,1005,85,No
Krishnagiri,Aug,Sandy Loam,123,69,104,6.8,1187,85,No
Namakkal,Feb,Clay,107,31,87,7.0,1154,63,No
Dharmapuri,May,Red Soil,103,23,61,7.9,993,70,No
Thanjavur,Dec,Loamy,100,43,93,8.1,879,60,No
Salem,May,Clay,79,19,96,4.8,1055,71,No
Dindigul,Sep,Black Soil,59,36,30,6.5,469,72,No
Villupuram,Oct,Black Soil,33,20,39,4.8,1278,62,No
Villupuram,Nov,Clay,58,15,114,5.1,1082,43,No
Tirunelveli,Dec,Loamy,127,31,85,5.7,1069,73,No
Namakkal,Jun,Black Soil,73,45,81,6.9,866,89,No
Salem,Aug,Red Soil,78,70,105,6.1,982,52,No
Thoothukudi,Jan,Sandy Loam,126,28,115,4.6,1133,64,No
Trichy,May,Clay,44,64,109,5.0,1092,65,No
Salem,Jan,Sandy Loam,98,50,30,4.6,984,55,No
Thanjavur,Aug,Clay,107,47,37,8.0,503,60,No
Salem,Nov,Sandy Loam,65,46,91,6.2,849,51,No
Tirunelveli,Dec,Red Soil,117,22,111,7.0,502,51,No
Salem,Dec,Sandy Loam,38,74,61,7.1,689,48,No
Thanjavur,Sep,Black Soil,71,26,96,5.5,1241,47,No
Salem,Dec,Red Soil,73,66,31,7.0,1082,49,No
Madurai,Jul,Sandy Loam,122,22,45,5.6,1238,86,No
Namakkal,Sep,Sandy Loam,60,29,109,6.7,628,67,No
Erode,Nov,Loamy,50,38,111,8.2,1123,45,No
Karur,Sep,Clay,77,24,42,4.6,604,41,No
Coimbatore,May,Sandy Loam,124,49,86,5.1,623,88,No
Dharmapuri,Apr,Sandy Loam,100,22,68,5.1,1137,47,No
Thanjavur,Dec,Loamy,116,29,35,6.7,754,45,No
Dharmapuri,Dec,Black Soil,78,77,45,6.7,747,82,No
Tirunelveli,Jun,Clay,32,48,118,7.0,644,44,No
Cuddalore,Dec,Red Soil,67,66,78,6.0,807,71,No
Tirunelveli,Aug,Sandy Loam,106,18,120,7.1,1143,74,No
Thoothukudi,Jun,Sandy Loam,125,18,95,7.4,785,61,No
Madurai,Nov,Black Soil,121,16,78,8.2,674,48,No
Dindigul,Jun,Black Soil,86,53,45,5.8,565,89,No
Cuddalore,Aug,Loamy,90,42,107,4.6,1090,87,No
Thanjavur,May,Red Soil,101,74,94,8.3,765,76,No
Villupuram,Sep,Loamy,87,50,100,5.8,982,43,No
Cuddalore,Feb,Clay,122,79,85,6.1,658,71,No
Madurai,Dec,Sandy Loam,58,20,37,6.7,605,67,No
Trichy,Jan,Red Soil,124,33,118,5.7,1191,70,No
Tirunelveli,Feb,Red Soil,75,34,79,7.1,623,78,No
Madurai,Feb,Sandy Loam,62,47,120,5.3,1107,63,No
Dharmapuri,Apr,Black Soil,76,17,108,4.6,1159,78,No
Madurai,Nov,Black Soil,103,65,89,5.0,1094,82,No
Madurai,Feb,Black Soil,49,53,104,7.1,484,50,No
Erode,May,Sandy Loam,105,56,59,6.9,1092,85,No
Coimbatore,Mar,Black Soil,30,30,106,5.0,488,85,No
Madurai,Sep,Black Soil,95,45,54,5.6,656,66,No
Madurai,Dec,Black Soil,70,50,126,8.0,1296,76,No
Dindigul,May,Black Soil,97,70,34,7.4,1074,83,No
Madurai,May,Clay,126,50,49,5.8,527,77,No
Salem,May,Black Soil,73,76,78,7.9,1287,76,No
Erode,Jul,Black Soil,49,22,40,5.2,1116,45,No
Erode,Aug,Loamy,70,30,84,6.4,762,58,Yes
Thoothukudi,Nov,Clay,73,57,64,7.3,1276,59,No
Karur,Feb,Sandy Loam,30,25,106,6.6,1233,61,No
Madurai,Nov,Sandy Loam,124,17,76,5.4,811,49,No
Tirunelveli,Mar,Red Soil,127,47,104,7.7,951,79,No
Villupuram,Jul,Clay,111,16,38,6.4,1298,48,No
Dindigul,Jan,Red Soil,110,73,99,7.6,1117,48,No
Cuddalore,Jul,Sandy Loam,76,56,101,8.3,1220,81,No
Salem,Jul,Red Soil,128,26,121,4.9,628,88,No
Dindigul,Jun,Black Soil,67,38,127,6.4,1261,53,No
Villupuram,Feb,Red Soil,94,35,118,5.8,1175,40,No
Dharmapuri,Jun,Black Soil,100,71,129,5.5,785,45,No
Madurai,Jun,Clay,102,16,59,5.1,1256,43,No
Trichy,Sep,Black Soil,32,44,46,8.3,1072,51,No
Tirunelveli,Apr,Black Soil,101,15,58,8.2,433,84,No
Dindigul,Dec,Red Soil,32,19,76,8.2,1261,76,No
Dharmapuri,Jan,Red Soil,47,68,69,7.8,1101,70,No
Dharmapuri,Aug,Red Soil,113,60,126,7.4,513,78,No
Dharmapuri,Aug,Clay,38,60,123,4.8,788,58,No
Krishnagiri,Nov,Clay,100,41,115,8.0,790,78,No
Madurai,Jun,Sandy Loam,126,76,77,4.7,1201,83,No
Namakkal,Nov,Sandy Loam,102,59,90,8.1,777,45,No
Namakkal,Jan,Red Soil,119,15,98,7.9,876,44,No
Krishnagiri,Jan,Loamy,89,77,78,7.9,811,53,No
Dharmapuri,Nov,Loamy,32,46,96,4.9,1227,72,No
Erode,Jun,Loamy,38,51,94,7.5,1001,68,No
Krishnagiri,Sep,Black Soil,52,69,121,4.8,980,40,No
Madurai,Feb,Loamy,65,43,80,8.3,534,84,No
Namakkal,May,Black Soil,129,62,112,6.7,1023,52,No
Trichy,Jan,Clay,105,47,113,6.5,502,50,No
Karur,Jun,Black Soil,39,22,87,6.8,434,51,No
Villupuram,Sep,Red Soil,109,79,127,5.4,798,87,No
Thanjavur,Nov,Black Soil,47,70,41,8.3,1134,77,No
Salem,Feb,Red Soil,123,35,115,5.8,1270,76,No
Karur,Sep,Clay,99,48,54,4.8,919,77,No
Tirunelveli,Jun,Clay,41,61,73,6.1,798,62,No
Erode,May,Red Soil,49,58,120,4.7,461,42,No
Coimbatore,Sep,Sandy Loam,86,18,124,7.2,494,72,No
Thanjavur,Jun,Black Soil,51,58,93,5.5,907,49,No
Madurai,Aug,Loamy,63,45,30,5.7,552,80,No
