temperature,humidity,rainfall,soil_moisture,nitrogen,month,irrigation_hours,disease_risk,heat_stress
31.4,61,85,64,104,12,0,0,1
34.8,81,104,39,67,6,0,2,1
31.6,88,43,28,111,5,0,1,1
27.7,54,167,49,93,8,0,0,0
37.2,87,98,23,80,11,0,2,2
37.5,70,197,80,64,10,0,1,2
25.6,66,198,77,46,12,0,1,0
37.9,57,138,62,74,4,0,0,2
39.1,95,1,80,95,1,3,1,2
37.7,49,74,48,52,7,0,0,2
32.5,86,112,61,87,2,0,2,1
39.2,71,29,38,93,2,3,1,2
38.5,77,134,30,66,1,0,1,2
39.3,63,166,43,40,9,0,0,2
30.9,40,7,24,95,9,2,0,1
35.9,82,123,77,58,4,0,2,1
28.5,66,109,38,63,6,0,1,0
23.7,72,80,41,57,5,0,1,0
18.4,55,0,53,96,2,1,0,0
31.6,94,128,20,40,1,0,2,1
21.2,95,11,59,43,5,1,1,0
18.1,83,80,31,114,4,0,2,0
35.3,52,181,48,85,9,0,0,1
21.9,54,65,50,99,1,0,0,0
30.0,65,116,63,100,9,0,0,0
26.6,78,73,32,81,12,0,1,0
40.2,41,139,49,57,9,0,0,2
39.8,60,148,80,103,2,0,0,2
40.7,43,151,21,42,4,0,0,2
30.5,44,180,37,110,2,0,0,1
36.7,43,129,80,60,8,0,0,2
23.8,81,177,54,107,10,0,2,0
18.1,73,97,65,104,3,0,1,0
35.9,53,174,42,61,4,0,0,1
27.3,86,168,46,114,10,0,2,0
31.4,69,137,27,87,9,0,1,1
31.2,82,172,36,97,6,0,2,1
35.6,43,10,50,115,8,3,0,1
19.2,57,155,47,117,12,0,0,0
38.4,60,193,41,80,3,0,0,2
31.6,56,200,55,70,4,0,0,1
33.0,91,86,49,90,7,0,2,1
35.0,51,174,29,76,11,0,0,1
38.6,57,28,40,76,6,3,0,2
23.2,49,69,46,119,12,0,0,0
23.6,62,88,42,113,12,0,0,0
25.1,78,61,72,79,5,0,1,0
18.3,84,163,78,84,9,0,2,0
25.3,94,78,40,61,12,0,2,0
35.5,91,160,77,56,9,0,2,1
39.6,88,168,60,117,4,0,2,2
38.3,60,55,59,95,10,0,0,2
26.6,77,146,25,63,10,0,1,0
40.8,50,142,63,73,5,0,0,2
32.7,78,11,72,111,2,1,1,1
34.0,44,128,20,74,6,0,0,1
22.9,86,8,63,68,12,1,1,0
34.3,62,141,67,87,11,0,0,1
26.8,90,191,33,82,11,0,2,0
30.2,53,42,36,109,7,0,0,1
36.3,42,95,55,63,3,0,0,2
23.9,68,52,26,117,1,0,1,0
25.2,94,22,77,43,10,1,1,0
21.3,78,36,56,69,10,1,1,0
29.2,43,50,75,88,3,0,0,0
26.1,44,9,69,70,8,1,0,0
41.3,91,131,40,110,12,0,2,2
18.4,45,124,54,101,4,0,0,0
38.0,82,185,62,71,8,0,2,2
21.3,85,117,34,60,12,0,2,0
41.6,47,125,54,61,2,0,0,2
37.3,81,32,44,44,7,3,1,2
34.9,52,111,44,117,3,0,0,1
23.9,78,126,33,51,9,0,1,0
27.8,75,114,31,74,6,0,1,0
28.3,63,150,40,86,3,0,0,0
40.2,94,197,68,106,2,0,2,2
27.4,80,163,33,103,3,0,1,0
20.7,55,29,46,92,2,1,0,0
21.1,68,161,54,41,10,0,1,0
24.5,55,113,64,75,5,0,0,0
18.5,81,65,28,85,10,0,2,0
23.6,83,156,55,96,11,0,2,0
26.6,69,93,72,91,8,0,1,0
20.9,84,146,74,80,4,0,2,0
30.4,67,99,46,57,10,0,1,1
37.9,44,6,78,95,10,3,0,2
35.2,54,130,37,44,8,0,0,1
19.7,88,132,59,85,5,0,2,0
18.8,51,6,42,40,12,1,0,0
34.3,63,110,28,68,1,0,0,1
27.4,54,101,37,44,11,0,0,0
29.3,55,176,36,80,9,0,0,0
37.6,46,48,78,99,8,0,0,2
33.2,63,196,66,42,10,0,0,1
25.5,50,145,54,119,8,0,0,0
39.4,87,139,41,53,7,0,2,2
29.1,59,38,45,76,12,1,0,0
27.4,49,8,30,91,6,1,0,0
28.1,85,162,26,77,10,0,2,0
41.9,69,155,36,113,1,0,1,2
26.5,44,44,43,43,4,0,0,0
31.5,48,187,29,61,1,0,0,1
26.7,63,48,35,100,4,0,0,0
35.2,92,153,48,111,3,0,2,1
36.3,78,163,29,107,10,0,1,2
18.4,49,34,41,88,8,1,0,0
36.2,47,170,39,97,6,0,0,2
31.5,80,49,68,109,11,0,1,1
26.5,69,135,51,106,10,0,1,0
32.2,87,100,67,102,2,0,2,1
21.3,94,26,45,100,3,1,1,0
30.9,58,141,43,55,7,0,0,1
35.1,64,159,77,46,10,0,0,1
35.8,86,90,53,96,5,0,2,1
39.1,48,167,35,59,3,0,0,2
24.0,69,127,73,75,11,0,1,0
20.6,78,67,39,91,1,0,1,0
34.7,67,74,80,58,9,0,1,1
34.1,55,193,72,77,9,0,0,1
32.8,71,23,32,61,1,1,1,1
23.1,67,152,37,43,7,0,1,0
41.0,62,171,75,75,11,0,0,2
41.0,42,9,68,70,1,3,0,2
21.2,65,58,79,86,1,0,0,0
23.2,80,150,23,40,1,0,1,0
24.0,51,7,53,47,12,1,0,0
24.4,72,113,54,72,9,0,1,0
23.5,88,113,47,105,7,0,2,0
28.9,52,6,43,110,5,1,0,0
32.8,69,150,60,81,4,0,1,1
22.9,84,81,34,116,4,0,2,0
35.6,71,153,47,99,10,0,1,1
36.0,59,91,50,109,3,0,0,1
19.7,60,11,25,113,1,2,0,0
21.8,79,20,70,64,10,1,1,0
27.6,50,135,33,61,3,0,0,0
35.0,70,14,42,54,2,1,1,1
35.8,73,130,69,41,3,0,1,1
39.6,72,10,70,93,6,3,1,2
19.0,54,110,52,86,3,0,0,0
34.1,44,187,63,61,5,0,0,1
19.9,74,128,32,59,12,0,1,0
37.7,62,118,55,102,10,0,0,2
26.9,93,95,48,54,1,0,2,0
19.3,61,95,75,91,12,0,0,0
39.0,61,55,44,51,2,0,0,2
26.2,49,200,61,104,4,0,0,0
32.2,57,123,35,49,1,0,0,1
36.6,71,98,39,96,2,0,1,2
33.1,95,159,49,44,3,0,2,1
41.5,77,65,69,57,6,0,1,2
38.5,71,67,66,119,3,0,1,2
29.3,57,183,77,63,9,0,0,0
28.7,65,99,48,81,7,0,0,0
34.3,69,9,60,84,7,1,1,1
40.8,42,57,54,118,11,0,0,2
41.0,94,105,74,67,4,0,2,2
31.9,58,156,78,94,1,0,0,1
19.4,63,193,34,49,11,0,0,0
33.3,75,90,31,102,5,0,1,1
35.2,73,71,76,100,1,0,1,1
36.2,91,178,30,79,10,0,2,2
29.9,70,68,60,110,7,0,1,0
34.1,46,18,33,61,5,1,0,1
32.2,59,82,47,109,6,0,0,1
28.2,43,77,78,55,12,0,0,0
23.1,69,163,38,109,12,0,1,0
27.8,85,195,56,76,4,0,2,0
39.1,40,123,32,83,6,0,0,2
32.0,63,29,73,109,7,1,0,1
22.3,43,189,27,56,8,0,0,0
40.0,93,167,31,55,3,0,2,2
23.8,66,34,71,108,12,1,1,0
39.6,41,24,32,111,3,3,0,2
36.3,90,174,32,96,8,0,2,2
31.6,63,32,71,106,2,1,0,1
38.4,84,114,23,67,6,0,2,2
30.3,82,37,27,120,7,2,1,1
20.4,60,167,54,106,11,0,0,0
22.2,49,143,56,42,4,0,0,0
20.1,72,128,65,76,7,0,1,0
28.3,60,92,49,84,8,0,0,0
19.8,93,101,74,53,7,0,2,0
34.1,51,42,26,120,6,0,0,1
29.9,40,8,68,94,5,1,0,0
25.9,43,154,28,110,12,0,0,0
34.3,45,132,64,104,2,0,0,1
40.7,87,170,71,40,9,0,2,2
28.3,68,71,63,95,9,0,1,0
25.2,93,2,64,109,9,1,1,0
22.5,50,180,70,106,4,0,0,0
33.7,47,88,26,82,4,0,0,1
22.9,50,102,52,86,9,0,0,0
38.7,53,71,60,99,11,0,0,2
21.3,56,189,20,62,12,0,0,0
37.2,61,45,55,67,5,0,0,2
18.3,72,73,55,70,10,0,1,0
27.5,85,165,53,118,2,0,2,0
24.5,43,166,72,109,12,0,0,0
40.3,50,98,66,91,2,0,0,2
31.9,52,38,62,83,4,1,0,1
23.9,79,106,25,67,7,0,1,0
18.8,56,142,30,95,9,0,0,0
23.1,51,2,38,79,10,1,0,0
35.0,56,66,64,102,4,0,0,1
34.5,45,151,50,98,12,0,0,1
31.1,73,136,76,69,9,0,1,1
39.1,55,24,67,51,7,3,0,2
35.2,41,161,49,119,6,0,0,1
24.4,75,101,22,67,10,0,1,0
23.6,67,100,77,99,6,0,1,0
28.1,56,188,68,109,4,0,0,0
22.8,67,183,62,61,12,0,1,0
31.1,43,32,50,78,9,1,0,1
25.9,67,107,29,57,7,0,1,0
19.9,63,43,62,119,6,0,0,0
39.4,72,159,26,114,6,0,1,2
24.7,52,37,30,105,3,1,0,0
40.2,71,33,40,117,10,3,1,2
33.9,57,185,30,70,12,0,0,1
18.4,80,9,58,103,7,1,1,0
37.0,69,10,23,115,3,3,1,2
27.2,83,14,50,52,8,1,1,0
36.5,94,72,23,55,7,0,2,2
21.0,64,108,27,52,9,0,0,0
20.1,48,191,75,88,3,0,0,0
33.3,56,33,61,40,7,1,0,1
23.4,92,8,46,93,1,1,1,0
38.6,82,36,37,77,7,3,1,2
20.4,56,119,65,60,11,0,0,0
18.5,47,115,26,45,2,0,0,0
35.4,71,112,29,114,10,0,1,1
30.0,42,131,26,42,9,0,0,0
33.0,74,5,20,65,7,2,1,1
30.0,58,158,58,105,9,0,0,0
41.6,92,104,77,77,11,0,2,2
40.1,73,2,58,89,2,3,1,2
24.6,83,5,50,40,4,1,1,0
41.6,69,159,43,72,7,0,1,2
34.2,53,126,78,60,8,0,0,1
22.1,57,10,34,118,3,1,0,0
27.0,46,72,79,58,4,0,0,0
21.0,47,142,49,104,12,0,0,0
34.2,75,155,79,74,3,0,1,1
36.2,72,193,56,46,1,0,1,2
21.7,64,73,35,85,4,0,0,0
31.6,55,148,73,69,11,0,0,1
18.6,80,60,40,68,7,0,1,0
39.6,58,196,43,76,3,0,0,2
28.0,43,143,49,82,6,0,0,0
40.8,77,9,48,48,2,3,1,2
18.2,55,190,56,69,12,0,0,0
33.4,49,79,63,44,12,0,0,1
21.1,74,73,50,103,7,0,1,0
27.6,54,92,42,77,6,0,0,0
19.2,58,21,22,55,5,2,0,0
20.8,45,178,60,102,5,0,0,0
30.9,62,89,53,70,10,0,0,1
22.7,75,36,76,73,7,1,1,0
23.6,83,77,52,59,4,0,2,0
37.5,87,124,58,46,7,0,2,2
41.9,72,15,70,50,2,3,1,2
35.1,71,120,46,57,2,0,1,1
22.8,88,72,62,69,5,0,2,0
18.8,72,197,54,89,3,0,1,0
29.8,89,102,67,56,3,0,2,0
24.9,86,18,65,81,11,1,1,0
18.9,79,2,55,59,3,1,1,0
21.4,65,10,28,85,5,2,0,0
41.6,73,39,56,73,1,3,1,2
32.6,42,150,77,104,4,0,0,1
22.7,56,147,75,100,9,0,0,0
40.7,52,47,72,84,6,0,0,2
27.2,91,86,63,71,1,0,2,0
20.4,65,79,63,57,4,0,0,0
23.7,41,56,63,116,1,0,0,0
37.2,81,163,68,112,6,0,2,2
35.6,57,11,47,43,1,3,0,1
24.3,86,90,63,99,2,0,2,0
34.5,53,77,63,117,9,0,0,1
37.3,58,124,33,85,8,0,0,2
33.3,54,165,67,42,8,0,0,1
39.9,75,137,67,52,11,0,1,2
37.2,77,108,80,95,10,0,1,2
38.6,46,111,73,87,7,0,0,2
23.3,93,87,21,120,12,0,2,0
30.6,52,131,39,109,1,0,0,1
38.9,56,190,49,42,7,0,0,2
20.9,85,128,46,68,6,0,2,0
36.2,49,180,71,50,6,0,0,2
39.4,52,19,51,105,5,3,0,2
18.9,78,109,60,120,7,0,1,0
36.9,90,77,31,77,10,0,2,2
32.0,57,56,25,91,1,0,0,1
24.5,46,134,49,65,8,0,0,0
31.9,48,107,50,51,2,0,0,1
28.7,85,138,28,67,5,0,2,0
18.4,80,178,64,79,7,0,1,0
40.5,93,164,52,89,12,0,2,2
30.5,90,186,28,113,12,0,2,1
25.4,48,40,54,66,4,1,0,0
32.9,69,34,77,77,9,1,1,1
41.4,78,34,54,80,12,3,1,2
40.2,83,167,44,99,11,0,2,2
18.8,51,132,69,109,2,0,0,0
24.4,53,141,54,50,11,0,0,0
30.0,95,116,60,88,4,0,2,0
20.2,81,169,35,102,6,0,2,0
29.7,74,33,77,86,12,1,1,0
26.0,63,31,31,115,8,1,0,0
38.5,46,36,59,74,10,3,0,2
32.5,71,69,72,47,10,0,1,1
30.8,54,199,71,93,11,0,0,1
24.6,75,49,20,93,4,0,1,0
27.2,49,58,37,79,5,0,0,0
23.5,51,166,55,112,2,0,0,0
25.0,76,107,32,90,2,0,1,0
38.2,77,67,75,90,12,0,1,2
38.0,87,137,20,88,6,0,2,2
21.5,59,177,31,80,11,0,0,0
22.7,60,76,55,57,6,0,0,0
37.4,55,66,20,95,10,0,0,2
29.4,92,56,57,89,10,0,2,0
33.3,41,85,48,91,5,0,0,1
32.3,69,19,55,80,10,1,1,1
24.7,67,123,27,119,5,0,1,0
18.0,58,91,67,89,5,0,0,0
18.1,65,27,50,47,10,1,0,0
36.8,81,42,58,69,12,0,1,2
28.0,58,41,48,107,1,0,0,0
26.5,77,186,45,78,12,0,1,0
35.3,90,188,45,43,8,0,2,1
20.5,91,146,23,50,10,0,2,0
36.3,57,44,41,56,8,0,0,2
27.3,66,98,80,98,8,0,1,0
27.3,42,64,26,98,6,0,0,0
23.4,59,76,45,64,3,0,0,0
31.9,92,47,59,111,3,0,1,1
23.7,92,6,77,62,1,1,1,0
27.6,49,165,27,100,2,0,0,0
28.2,41,90,44,99,11,0,0,0
34.0,76,91,29,91,9,0,1,1
29.4,93,137,34,77,11,0,2,0
25.3,78,111,70,78,9,0,1,0
26.4,85,47,32,113,8,0,1,0
37.1,70,117,39,79,7,0,1,2
18.7,55,108,68,108,2,0,0,0
36.7,83,190,70,113,10,0,2,2
21.1,51,35,66,63,12,1,0,0
25.2,57,156,42,55,4,0,0,0
40.8,75,7,40,87,11,3,1,2
24.8,41,188,80,63,1,0,0,0
24.8,45,168,56,97,4,0,0,0
35.1,50,143,62,106,9,0,0,1
20.6,55,158,49,87,1,0,0,0
23.0,83,92,51,90,1,0,2,0
28.6,46,126,44,104,2,0,0,0
39.4,89,69,73,68,2,0,2,2
29.6,78,72,52,83,12,0,1,0
29.6,89,138,62,69,2,0,2,0
41.4,75,159,78,98,11,0,1,2
26.1,63,178,42,76,3,0,0,0
35.5,64,4,42,116,3,3,0,1
29.9,65,200,35,117,11,0,0,0
40.8,63,56,66,118,9,0,0,2
33.9,89,116,74,99,4,0,2,1
27.9,49,74,40,102,5,0,0,0
34.4,49,2,69,91,7,1,0,1
27.4,59,55,80,79,9,0,0,0
19.4,64,170,21,110,1,0,0,0
26.8,82,49,36,113,6,0,1,0
25.1,57,55,66,98,5,0,0,0
20.1,74,16,21,86,1,2,1,0
23.4,92,183,73,113,1,0,2,0
23.7,65,135,25,40,10,0,0,0
23.1,70,161,73,114,3,0,1,0
19.5,45,148,35,120,11,0,0,0
25.5,90,4,22,67,8,2,1,0
21.6,52,17,72,96,12,1,0,0
20.7,48,82,54,88,7,0,0,0
18.8,68,142,47,51,11,0,1,0
39.8,46,151,35,77,11,0,0,2
30.1,44,6,78,103,1,1,0,1
20.6,57,86,31,71,12,0,0,0
32.7,83,197,42,57,4,0,2,1
41.0,45,30,52,114,10,3,0,2
36.6,80,125,54,96,3,0,1,2
30.7,74,96,27,60,12,0,1,1
19.2,89,192,57,52,10,0,2,0
27.4,60,45,38,83,12,0,0,0
24.6,43,148,75,84,8,0,0,0
39.5,46,47,45,119,9,0,0,2
19.0,65,88,41,72,2,0,0,0
38.1,53,13,29,84,6,3,0,2
38.7,61,37,50,115,4,3,0,2
20.4,61,76,49,42,1,0,0,0
35.6,84,71,51,62,7,0,2,1
38.6,43,105,68,119,2,0,0,2
37.7,57,107,71,78,1,0,0,2
41.9,46,66,67,73,2,0,0,2
37.6,66,60,33,110,6,0,1,2
38.2,43,74,56,103,9,0,0,2
35.6,75,86,32,112,5,0,1,1
24.4,56,157,71,108,12,0,0,0
35.9,75,83,45,79,4,0,1,1
24.8,83,55,27,70,12,0,2,0
38.9,79,113,79,104,1,0,1,2
38.7,59,165,75,49,11,0,0,2
32.2,88,199,58,120,4,0,2,1
20.5,53,64,27,52,10,0,0,0
32.4,55,83,80,100,6,0,0,1
30.4,95,108,46,81,12,0,2,1
24.5,50,2,67,91,1,1,0,0
38.7,40,125,32,50,3,0,0,2
33.6,87,23,21,79,11,2,1,1
35.4,74,28,43,41,3,3,1,1
23.6,78,121,35,110,10,0,1,0
20.9,42,41,53,117,11,0,0,0
31.4,82,79,77,105,3,0,2,1
18.7,93,77,40,70,7,0,2,0
36.5,57,31,57,118,10,3,0,2
31.7,56,137,66,101,9,0,0,1
29.5,85,23,69,56,1,1,1,0
31.0,76,74,69,62,12,0,1,1
29.1,80,160,35,93,9,0,1,0
19.1,48,55,70,97,4,0,0,0
28.5,44,125,68,62,1,0,0,0
24.9,65,104,32,94,5,0,0,0
28.8,49,119,57,56,1,0,0,0
37.2,58,137,40,95,6,0,0,2
30.8,70,113,39,66,7,0,1,1
30.1,95,101,78,109,6,0,2,1
25.8,85,159,47,87,12,0,2,0
26.0,64,77,71,77,6,0,0,0
35.4,78,155,48,52,1,0,1,1
32.2,91,48,78,101,5,0,1,1
25.8,46,29,71,75,12,1,0,0
20.8,65,40,32,40,10,1,0,0
21.7,75,35,44,119,10,1,1,0
19.8,50,140,35,76,7,0,0,0
29.6,73,127,45,106,11,0,1,0
20.7,78,102,30,66,11,0,1,0
20.5,77,172,64,67,1,0,1,0
19.9,80,68,74,110,3,0,1,0
37.5,58,126,20,45,5,0,0,2
33.9,81,119,71,119,9,0,2,1
24.9,56,30,55,64,12,1,0,0
27.5,54,133,71,112,5,0,0,0
38.3,68,173,42,106,10,0,1,2
39.9,66,185,40,53,5,0,1,2
18.1,71,184,32,110,8,0,1,0
28.6,73,177,64,81,1,0,1,0
41.5,68,164,47,61,9,0,1,2
30.5,50,129,46,48,5,0,0,1
19.2,94,1,32,73,1,1,1,0
38.5,79,130,23,45,5,0,1,2
21.5,83,175,36,96,7,0,2,0
39.5,56,67,38,50,4,0,0,2
25.2,86,22,24,63,10,2,1,0
18.6,55,19,63,103,4,1,0,0
34.4,84,195,62,81,5,0,2,1
23.6,44,141,47,114,1,0,0,0
18.4,85,122,44,93,11,0,2,0
23.1,94,119,37,51,2,0,2,0
32.0,54,125,80,86,10,0,0,1
20.8,63,101,56,106,7,0,0,0
39.8,46,12,52,58,11,3,0,2
30.9,88,190,20,101,1,0,2,1
21.8,40,97,50,91,12,0,0,0
36.6,58,0,31,95,3,3,0,2
30.2,63,184,48,68,8,0,0,1
32.7,70,29,77,70,8,1,1,1
35.7,93,165,47,69,7,0,2,1
30.1,77,12,38,92,12,1,1,1
21.9,91,129,32,57,2,0,2,0
32.8,43,13,62,41,1,1,0,1
33.2,63,195,71,97,4,0,0,1
22.1,94,183,41,65,5,0,2,0
36.0,88,137,60,75,9,0,2,1
34.6,77,109,23,100,5,0,1,1
36.2,55,48,55,46,3,0,0,2
40.9,74,90,54,58,12,0,1,2
36.8,77,199,48,80,1,0,1,2
22.0,94,88,47,91,9,0,2,0
20.3,64,29,59,99,7,1,0,0
21.9,69,124,57,52,5,0,1,0
31.7,71,80,42,92,2,0,1,1
39.8,58,145,44,52,1,0,0,2
37.7,77,123,29,88,2,0,1,2
31.7,75,7,56,98,7,1,1,1
32.0,55,137,79,119,4,0,0,1
39.2,72,92,26,65,10,0,1,2
30.8,92,10,37,112,5,1,1,1
18.0,65,15,74,89,2,1,0,0
35.0,49,144,50,92,5,0,0,1
37.3,80,149,71,87,4,0,1,2
22.7,82,43,61,43,4,0,1,0
28.2,42,12,73,42,6,1,0,0
40.1,84,119,66,59,4,0,2,2
18.1,49,123,60,108,9,0,0,0
35.0,88,193,42,44,10,0,2,1
20.2,57,69,56,66,6,0,0,0
27.9,64,71,72,99,6,0,0,0
39.0,44,195,34,63,4,0,0,2
39.5,83,110,74,113,2,0,2,2
41.5,69,39,76,40,8,3,1,2
24.8,88,134,53,88,2,0,2,0
18.9,69,115,38,81,5,0,1,0
25.1,73,80,64,119,5,0,1,0
29.3,92,166,41,106,6,0,2,0
29.4,75,142,48,101,11,0,1,0
37.6,80,106,52,67,2,0,1,2
21.8,92,1,43,92,1,1,1,0
27.0,53,128,80,82,9,0,0,0
36.8,83,51,27,45,1,0,2,2
25.6,81,61,46,86,11,0,2,0
34.7,72,167,50,76,4,0,1,1
29.7,82,18,54,81,11,1,1,0
40.9,61,180,71,114,12,0,0,2
41.4,50,172,35,44,5,0,0,2
33.3,77,173,61,87,5,0,1,1
27.9,65,192,70,80,12,0,0,0
28.4,53,167,60,98,3,0,0,0
22.5,71,156,33,54,8,0,1,0
39.2,87,194,40,85,4,0,2,2
19.8,95,15,55,51,7,1,1,0
23.1,68,197,69,85,6,0,1,0
23.4,88,135,74,56,10,0,2,0
26.9,58,191,69,106,10,0,0,0
20.5,77,86,53,100,1,0,1,0
41.4,46,131,26,56,10,0,0,2
26.8,84,194,51,82,12,0,2,0
24.9,81,38,45,52,9,1,1,0
31.6,41,133,68,64,8,0,0,1
25.0,81,88,76,105,3,0,2,0
30.2,94,26,28,84,11,2,1,1
22.6,55,5,39,87,7,1,0,0
40.6,48,17,29,66,9,3,0,2
22.1,54,187,80,75,2,0,0,0
24.4,59,169,33,118,7,0,0,0
26.1,65,96,80,100,6,0,0,0
30.6,73,162,58,116,6,0,1,1
26.8,70,66,74,40,6,0,1,0
28.2,62,156,70,80,9,0,0,0
27.3,80,186,44,64,4,0,1,0
34.6,84,39,46,77,6,1,1,1
37.2,59,21,72,94,8,3,0,2
30.0,94,139,66,77,10,0,2,0
25.9,70,91,22,44,5,0,1,0
24.7,78,33,36,104,8,1,1,0
25.9,42,187,57,57,7,0,0,0
23.9,86,21,21,75,9,2,1,0
24.2,50,37,35,110,2,1,0,0
40.6,72,200,58,104,3,0,1,2
24.9,43,179,74,116,11,0,0,0
23.5,86,113,77,79,8,0,2,0
36.5,51,71,69,54,8,0,0,2
22.1,73,82,27,79,7,0,1,0
35.3,72,1,71,74,12,3,1,1
38.2,70,173,61,48,5,0,1,2
23.6,53,86,62,104,11,0,0,0
29.5,61,31,61,97,2,1,0,0
28.8,46,166,74,49,8,0,0,0
28.8,71,97,47,103,12,0,1,0
25.3,82,104,49,110,12,0,2,0
26.7,91,103,72,100,3,0,2,0
36.4,84,41,20,89,12,0,1,2
21.2,41,35,78,120,1,1,0,0
34.8,42,66,30,101,3,0,0,1
22.3,77,128,29,77,6,0,1,0
23.5,66,196,56,55,12,0,1,0
29.8,83,51,73,42,8,0,2,0
32.3,41,106,27,113,12,0,0,1
33.2,59,96,20,44,8,0,0,1
37.8,47,162,78,81,11,0,0,2
22.1,40,146,62,95,9,0,0,0
40.8,42,77,67,59,11,0,0,2
41.7,94,136,59,65,11,0,2,2
34.0,56,69,42,70,6,0,0,1
22.1,48,60,36,52,9,0,0,0
27.4,72,8,41,99,10,1,1,0
22.1,84,177,69,80,8,0,2,0
36.1,84,88,73,110,7,0,2,2
34.3,58,71,65,41,5,0,0,1
24.3,70,21,49,92,10,1,1,0
35.9,74,8,31,61,8,3,1,1
39.8,42,178,76,117,6,0,0,2
29.5,62,104,35,51,2,0,0,0
27.3,75,125,21,109,9,0,1,0
41.4,78,83,77,94,7,0,1,2
23.0,81,101,68,93,5,0,2,0
28.2,51,38,25,59,2,2,0,0
26.9,66,179,50,58,4,0,1,0
25.5,81,188,42,79,7,0,2,0
27.5,85,95,77,47,4,0,2,0
24.8,93,15,75,56,12,1,1,0
19.3,81,70,37,92,8,0,2,0
18.8,85,138,30,52,7,0,2,0
30.1,80,14,52,90,3,1,1,1
28.6,84,61,35,86,11,0,2,0
25.1,59,189,68,109,2,0,0,0
27.4,52,145,50,110,2,0,0,0
26.5,54,158,34,43,3,0,0,0
29.7,72,98,35,54,9,0,1,0
37.8,72,44,42,78,8,0,1,2
33.5,95,118,71,57,1,0,2,1
27.1,81,166,72,89,3,0,2,0
31.2,40,82,76,84,7,0,0,1
38.6,61,113,32,86,5,0,0,2
37.7,51,47,35,94,12,0,0,2
21.0,85,103,36,75,11,0,2,0
19.2,49,91,78,64,9,0,0,0
29.0,80,134,64,56,5,0,1,0
27.7,83,5,77,101,3,1,1,0
23.4,64,80,38,61,5,0,0,0
26.0,66,163,60,46,5,0,1,0
36.6,54,119,68,44,7,0,0,2
37.8,85,103,78,113,12,0,2,2
39.0,63,49,59,55,6,0,0,2
39.5,94,87,27,82,1,0,2,2
35.5,59,178,38,44,2,0,0,1
35.3,72,99,76,111,11,0,1,1
20.8,40,166,59,102,4,0,0,0
41.9,75,77,32,73,10,0,1,2
22.7,60,80,72,52,1,0,0,0
26.7,91,88,67,82,9,0,2,0
41.0,52,71,73,101,4,0,0,2
23.8,54,22,41,69,2,1,0,0
24.5,65,116,28,42,9,0,0,0
29.5,42,80,24,60,8,0,0,0
30.5,57,114,24,92,4,0,0,1
29.0,62,196,49,53,9,0,0,0
38.7,76,62,34,97,1,0,1,2
34.0,56,163,34,118,11,0,0,1
30.4,60,129,37,45,12,0,0,1
38.8,41,172,26,71,9,0,0,2
19.9,79,108,53,82,12,0,1,0
26.0,63,170,50,46,8,0,0,0
26.1,86,153,31,118,5,0,2,0
31.8,56,27,72,95,5,1,0,1
24.7,54,127,29,64,4,0,0,0
38.4,50,3,26,90,1,3,0,2
21.0,73,128,42,45,1,0,1,0
32.8,41,192,75,68,1,0,0,1
30.2,54,174,69,105,10,0,0,1
28.5,44,107,61,100,11,0,0,0
40.8,83,111,44,120,3,0,2,2
23.4,56,57,35,79,5,0,0,0
29.8,41,136,35,120,8,0,0,0
30.5,63,191,79,67,7,0,0,1
22.3,40,116,74,103,9,0,0,0
23.3,46,198,80,111,5,0,0,0
30.9,58,170,34,81,3,0,0,1
30.8,95,97,49,45,6,0,2,1
27.8,87,117,29,110,4,0,2,0
35.3,88,35,41,75,5,3,1,1
34.7,80,161,51,84,12,0,1,1
29.8,66,169,51,66,1,0,1,0
38.7,65,19,59,46,11,3,0,2
22.6,49,157,26,60,2,0,0,0
21.3,49,164,75,69,11,0,0,0
27.9,84,147,78,80,2,0,2,0
33.7,89,2,69,94,11,1,1,1
39.9,78,85,75,67,3,0,1,2
38.1,57,108,36,75,9,0,0,2
29.7,63,81,64,92,1,0,0,0
25.7,89,125,55,86,11,0,2,0
28.3,47,167,38,87,11,0,0,0
32.4,90,112,73,105,7,0,2,1
26.5,54,19,76,62,3,1,0,0
39.5,49,160,30,92,12,0,0,2
19.6,87,97,22,65,7,0,2,0
35.4,94,186,60,43,6,0,2,1
40.0,74,6,55,90,1,3,1,2
39.6,41,126,37,96,9,0,0,2
31.6,61,78,28,42,1,0,0,1
28.4,95,152,36,105,10,0,2,0
24.7,54,171,74,79,9,0,0,0
22.6,55,118,78,104,8,0,0,0
20.2,78,159,23,45,8,0,1,0
37.9,43,159,51,62,5,0,0,2
30.7,43,8,57,46,9,1,0,1
33.2,40,194,48,48,8,0,0,1
33.7,72,175,24,80,11,0,1,1
38.4,43,103,23,98,8,0,0,2
20.9,75,124,77,84,8,0,1,0
27.1,45,135,64,111,11,0,0,0
40.1,56,35,48,87,9,3,0,2
18.1,92,33,33,67,7,1,1,0
34.2,62,123,51,82,1,0,0,1
33.9,72,166,75,56,3,0,1,1
40.4,95,92,76,50,10,0,2,2
20.4,56,30,23,95,5,2,0,0
38.4,88,64,46,110,11,0,2,2
37.6,56,69,63,119,11,0,0,2
35.5,66,74,24,115,3,0,1,1
